Domain Code,Domain,Area Code (M49),Area,Food Group Code,Food Group,Indicator Code,Indicator,Year Code,Year,Element Code,Element,Unit,Value,Flag,Flag Description,Note
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4007","Dietary fibre supply","2011","2011","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4007","Dietary fibre supply","2012","2012","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4007","Dietary fibre supply","2013","2013","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4007","Dietary fibre supply","2014","2014","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4007","Dietary fibre supply","2015","2015","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4007","Dietary fibre supply","2016","2016","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4007","Dietary fibre supply","2017","2017","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4007","Dietary fibre supply","2018","2018","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4007","Dietary fibre supply","2019","2019","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4007","Dietary fibre supply","2020","2020","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4007","Dietary fibre supply","2021","2021","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4003","Energy supply","2010","2010","6128","Value","kcal/cap/d","129","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4003","Energy supply","2011","2011","6128","Value","kcal/cap/d","156","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4003","Energy supply","2012","2012","6128","Value","kcal/cap/d","156","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4003","Energy supply","2013","2013","6128","Value","kcal/cap/d","154","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4003","Energy supply","2014","2014","6128","Value","kcal/cap/d","172","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4003","Energy supply","2015","2015","6128","Value","kcal/cap/d","162","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4003","Energy supply","2016","2016","6128","Value","kcal/cap/d","155","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4003","Energy supply","2017","2017","6128","Value","kcal/cap/d","165","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4003","Energy supply","2018","2018","6128","Value","kcal/cap/d","152","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4003","Energy supply","2019","2019","6128","Value","kcal/cap/d","154","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4003","Energy supply","2020","2020","6128","Value","kcal/cap/d","156","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4003","Energy supply","2021","2021","6128","Value","kcal/cap/d","151","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4017","Vitamin A supply (retinol equivalents)","2010","2010","6206","Value","μg/cap/d","78","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4017","Vitamin A supply (retinol equivalents)","2011","2011","6206","Value","μg/cap/d","95","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4017","Vitamin A supply (retinol equivalents)","2012","2012","6206","Value","μg/cap/d","94","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4017","Vitamin A supply (retinol equivalents)","2013","2013","6206","Value","μg/cap/d","92","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4017","Vitamin A supply (retinol equivalents)","2014","2014","6206","Value","μg/cap/d","99","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4017","Vitamin A supply (retinol equivalents)","2015","2015","6206","Value","μg/cap/d","92","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4017","Vitamin A supply (retinol equivalents)","2016","2016","6206","Value","μg/cap/d","89","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4017","Vitamin A supply (retinol equivalents)","2017","2017","6206","Value","μg/cap/d","92","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4017","Vitamin A supply (retinol equivalents)","2018","2018","6206","Value","μg/cap/d","87","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4017","Vitamin A supply (retinol equivalents)","2019","2019","6206","Value","μg/cap/d","88","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4017","Vitamin A supply (retinol equivalents)","2020","2020","6206","Value","μg/cap/d","86","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4017","Vitamin A supply (retinol equivalents)","2021","2021","6206","Value","μg/cap/d","87","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4018","Vitamin A supply (retinol activity equivalents)","2010","2010","6206","Value","μg/cap/d","75","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4018","Vitamin A supply (retinol activity equivalents)","2011","2011","6206","Value","μg/cap/d","90","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4018","Vitamin A supply (retinol activity equivalents)","2012","2012","6206","Value","μg/cap/d","90","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4018","Vitamin A supply (retinol activity equivalents)","2013","2013","6206","Value","μg/cap/d","87","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4018","Vitamin A supply (retinol activity equivalents)","2014","2014","6206","Value","μg/cap/d","94","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4018","Vitamin A supply (retinol activity equivalents)","2015","2015","6206","Value","μg/cap/d","88","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4018","Vitamin A supply (retinol activity equivalents)","2016","2016","6206","Value","μg/cap/d","85","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4018","Vitamin A supply (retinol activity equivalents)","2017","2017","6206","Value","μg/cap/d","88","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4018","Vitamin A supply (retinol activity equivalents)","2018","2018","6206","Value","μg/cap/d","83","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4018","Vitamin A supply (retinol activity equivalents)","2019","2019","6206","Value","μg/cap/d","84","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4018","Vitamin A supply (retinol activity equivalents)","2020","2020","6206","Value","μg/cap/d","82","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4018","Vitamin A supply (retinol activity equivalents)","2021","2021","6206","Value","μg/cap/d","83","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4009","Calcium supply","2010","2010","6209","Value","mg/cap/d","235","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4009","Calcium supply","2011","2011","6209","Value","mg/cap/d","284","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4009","Calcium supply","2012","2012","6209","Value","mg/cap/d","283","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4009","Calcium supply","2013","2013","6209","Value","mg/cap/d","286","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4009","Calcium supply","2014","2014","6209","Value","mg/cap/d","321","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4009","Calcium supply","2015","2015","6209","Value","mg/cap/d","306","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4009","Calcium supply","2016","2016","6209","Value","mg/cap/d","291","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4009","Calcium supply","2017","2017","6209","Value","mg/cap/d","300","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4009","Calcium supply","2018","2018","6209","Value","mg/cap/d","285","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4009","Calcium supply","2019","2019","6209","Value","mg/cap/d","285","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4009","Calcium supply","2020","2020","6209","Value","mg/cap/d","293","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4009","Calcium supply","2021","2021","6209","Value","mg/cap/d","285","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4010","Iron supply","2010","2010","6209","Value","mg/cap/d","0.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4010","Iron supply","2011","2011","6209","Value","mg/cap/d","0.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4010","Iron supply","2012","2012","6209","Value","mg/cap/d","0.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4010","Iron supply","2013","2013","6209","Value","mg/cap/d","0.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4010","Iron supply","2014","2014","6209","Value","mg/cap/d","0.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4010","Iron supply","2015","2015","6209","Value","mg/cap/d","0.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4010","Iron supply","2016","2016","6209","Value","mg/cap/d","0.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4010","Iron supply","2017","2017","6209","Value","mg/cap/d","0.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4010","Iron supply","2018","2018","6209","Value","mg/cap/d","0.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4010","Iron supply","2019","2019","6209","Value","mg/cap/d","0.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4010","Iron supply","2020","2020","6209","Value","mg/cap/d","0.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4010","Iron supply","2021","2021","6209","Value","mg/cap/d","0.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4015","Zinc supply","2010","2010","6209","Value","mg/cap/d","0.73","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4015","Zinc supply","2011","2011","6209","Value","mg/cap/d","0.88","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4015","Zinc supply","2012","2012","6209","Value","mg/cap/d","0.88","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4015","Zinc supply","2013","2013","6209","Value","mg/cap/d","0.89","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4015","Zinc supply","2014","2014","6209","Value","mg/cap/d","1.01","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4015","Zinc supply","2015","2015","6209","Value","mg/cap/d","0.96","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4015","Zinc supply","2016","2016","6209","Value","mg/cap/d","0.92","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4015","Zinc supply","2017","2017","6209","Value","mg/cap/d","0.97","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4015","Zinc supply","2018","2018","6209","Value","mg/cap/d","0.9","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4015","Zinc supply","2019","2019","6209","Value","mg/cap/d","0.9","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4015","Zinc supply","2020","2020","6209","Value","mg/cap/d","0.94","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4015","Zinc supply","2021","2021","6209","Value","mg/cap/d","0.9","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4011","Magnesium supply","2010","2010","6209","Value","mg/cap/d","20","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4011","Magnesium supply","2011","2011","6209","Value","mg/cap/d","24","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4011","Magnesium supply","2012","2012","6209","Value","mg/cap/d","24","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4011","Magnesium supply","2013","2013","6209","Value","mg/cap/d","24","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4011","Magnesium supply","2014","2014","6209","Value","mg/cap/d","28","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4011","Magnesium supply","2015","2015","6209","Value","mg/cap/d","27","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4011","Magnesium supply","2016","2016","6209","Value","mg/cap/d","25","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4011","Magnesium supply","2017","2017","6209","Value","mg/cap/d","26","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4011","Magnesium supply","2018","2018","6209","Value","mg/cap/d","25","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4011","Magnesium supply","2019","2019","6209","Value","mg/cap/d","25","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4011","Magnesium supply","2020","2020","6209","Value","mg/cap/d","26","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4011","Magnesium supply","2021","2021","6209","Value","mg/cap/d","25","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4012","Phosphorus supply","2010","2010","6209","Value","mg/cap/d","180","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4012","Phosphorus supply","2011","2011","6209","Value","mg/cap/d","218","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4012","Phosphorus supply","2012","2012","6209","Value","mg/cap/d","217","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4012","Phosphorus supply","2013","2013","6209","Value","mg/cap/d","221","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4012","Phosphorus supply","2014","2014","6209","Value","mg/cap/d","248","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4012","Phosphorus supply","2015","2015","6209","Value","mg/cap/d","238","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4012","Phosphorus supply","2016","2016","6209","Value","mg/cap/d","226","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4012","Phosphorus supply","2017","2017","6209","Value","mg/cap/d","235","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4012","Phosphorus supply","2018","2018","6209","Value","mg/cap/d","221","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4012","Phosphorus supply","2019","2019","6209","Value","mg/cap/d","222","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4012","Phosphorus supply","2020","2020","6209","Value","mg/cap/d","229","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4012","Phosphorus supply","2021","2021","6209","Value","mg/cap/d","221","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4013","Potassium supply","2010","2010","6209","Value","mg/cap/d","260","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4013","Potassium supply","2011","2011","6209","Value","mg/cap/d","315","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4013","Potassium supply","2012","2012","6209","Value","mg/cap/d","313","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4013","Potassium supply","2013","2013","6209","Value","mg/cap/d","320","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4013","Potassium supply","2014","2014","6209","Value","mg/cap/d","360","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4013","Potassium supply","2015","2015","6209","Value","mg/cap/d","348","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4013","Potassium supply","2016","2016","6209","Value","mg/cap/d","329","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4013","Potassium supply","2017","2017","6209","Value","mg/cap/d","340","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4013","Potassium supply","2018","2018","6209","Value","mg/cap/d","320","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4013","Potassium supply","2019","2019","6209","Value","mg/cap/d","323","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4013","Potassium supply","2020","2020","6209","Value","mg/cap/d","333","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4013","Potassium supply","2021","2021","6209","Value","mg/cap/d","321","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4021","Thiamin supply","2010","2010","6209","Value","mg/cap/d","0.05","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4021","Thiamin supply","2011","2011","6209","Value","mg/cap/d","0.07","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4021","Thiamin supply","2012","2012","6209","Value","mg/cap/d","0.07","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4021","Thiamin supply","2013","2013","6209","Value","mg/cap/d","0.07","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4021","Thiamin supply","2014","2014","6209","Value","mg/cap/d","0.08","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4021","Thiamin supply","2015","2015","6209","Value","mg/cap/d","0.07","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4021","Thiamin supply","2016","2016","6209","Value","mg/cap/d","0.07","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4021","Thiamin supply","2017","2017","6209","Value","mg/cap/d","0.07","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4021","Thiamin supply","2018","2018","6209","Value","mg/cap/d","0.07","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4021","Thiamin supply","2019","2019","6209","Value","mg/cap/d","0.07","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4021","Thiamin supply","2020","2020","6209","Value","mg/cap/d","0.07","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4021","Thiamin supply","2021","2021","6209","Value","mg/cap/d","0.07","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4022","Riboflavin supply","2010","2010","6209","Value","mg/cap/d","0.33","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4022","Riboflavin supply","2011","2011","6209","Value","mg/cap/d","0.39","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4022","Riboflavin supply","2012","2012","6209","Value","mg/cap/d","0.39","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4022","Riboflavin supply","2013","2013","6209","Value","mg/cap/d","0.4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4022","Riboflavin supply","2014","2014","6209","Value","mg/cap/d","0.44","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4022","Riboflavin supply","2015","2015","6209","Value","mg/cap/d","0.42","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4022","Riboflavin supply","2016","2016","6209","Value","mg/cap/d","0.4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4022","Riboflavin supply","2017","2017","6209","Value","mg/cap/d","0.41","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4022","Riboflavin supply","2018","2018","6209","Value","mg/cap/d","0.39","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4022","Riboflavin supply","2019","2019","6209","Value","mg/cap/d","0.4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4022","Riboflavin supply","2020","2020","6209","Value","mg/cap/d","0.4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4022","Riboflavin supply","2021","2021","6209","Value","mg/cap/d","0.39","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4029","Vitamin C supply","2010","2010","6209","Value","mg/cap/d","2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4029","Vitamin C supply","2011","2011","6209","Value","mg/cap/d","2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4029","Vitamin C supply","2012","2012","6209","Value","mg/cap/d","2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4029","Vitamin C supply","2013","2013","6209","Value","mg/cap/d","2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4029","Vitamin C supply","2014","2014","6209","Value","mg/cap/d","2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4029","Vitamin C supply","2015","2015","6209","Value","mg/cap/d","2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4029","Vitamin C supply","2016","2016","6209","Value","mg/cap/d","2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4029","Vitamin C supply","2017","2017","6209","Value","mg/cap/d","2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4029","Vitamin C supply","2018","2018","6209","Value","mg/cap/d","2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4029","Vitamin C supply","2019","2019","6209","Value","mg/cap/d","2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4029","Vitamin C supply","2020","2020","6209","Value","mg/cap/d","2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG4","Milk and milk products","4029","Vitamin C supply","2021","2021","6209","Value","mg/cap/d","2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG5","Eggs and their products","4004","Protein supply","2010","2010","6123","Value","g/cap/d","0.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG5","Eggs and their products","4004","Protein supply","2011","2011","6123","Value","g/cap/d","0.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG5","Eggs and their products","4004","Protein supply","2012","2012","6123","Value","g/cap/d","0.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG5","Eggs and their products","4004","Protein supply","2013","2013","6123","Value","g/cap/d","0.3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG5","Eggs and their products","4004","Protein supply","2014","2014","6123","Value","g/cap/d","0.3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","426","Lesotho","FG5","Eggs and their products","4004","Protein supply","2015","2015","6123","Value","g/cap/d","0.3","E","Estimated value",""
